collection_id,application_id,collection_agent,collection_date,outstanding_amount,collection_status,collection_mode,promise_to_pay_date,settlement_amount,settlement_status,follow_up_count,last_follow_up_date,remarks
COL10594,APP10243,Rajesh Sharma (Internal),2025-03-05,47963.69,Repossession Pending,Digital Reminder,,,Pending,11,2025-02-23,Asset recovery team assigned for asset repossession proceedings.
COL10595,APP10805,Anita Roy (Internal),2025-01-23,197371.84,Settled,Tele-calling,2025-01-17,151903.64,Partial Settlement,7,2025-01-15,Loan settled at ₹151903.64 under Partial Settlement arrangement.
COL10596,APP11755,Anita Roy (Internal),2024-06-23,40597.38,Promise to Pay,Field Visit,2024-07-12,,Pending,1,2024-06-20,Borrower promised to pay ₹40597.38 by 2024-07-12.
COL10597,APP11610,Prudence Resolution Services,2025-05-27,52785.2,Unreachable,Digital Reminder,,,Pending,6,2025-05-17,Borrower unreachable on registered phone number. Escalated to field team.
COL10598,APP10908,Priya Deshmukh (Internal),2025-07-02,85626.94,Settled,WhatsApp Bot,2025-06-23,55922.77,Full Settlement,1,2025-06-24,Loan settled at ₹55922.77 under Full Settlement arrangement.
COL10599,APP10704,Vikramaditya Singh (Internal),2025-01-19,64972.66,Repossession Pending,Tele-calling,,,Pending,7,2025-01-16,Asset recovery team assigned for asset repossession proceedings.
COL10600,APP11650,Vanguard Legal & Recovery Services,2024-12-29,30522.78,Legal Action Initiated,Legal Notice,,,Rejected,11,2024-12-27,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10601,APP11006,Priya Deshmukh (Internal),2024-10-17,41786.01,Settled,Field Visit,2024-10-02,38484.47,Waived Off,7,2024-10-15,Loan settled at ₹38484.47 under Waived Off arrangement.
COL10602,APP10616,Anita Roy (Internal),2025-04-22,8893.27,Legal Action Initiated,WhatsApp Bot,,,Rejected,3,2025-04-22,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10603,APP12220,Vanguard Legal & Recovery Services,2025-03-08,132480.89,Settled,Digital Reminder,2025-03-02,88054.92,Full Settlement,3,2025-03-05,Loan settled at ₹88054.92 under Full Settlement arrangement.
COL10604,APP10187,Meenakshi Sundaram (Legal Agent),2024-06-27,19687.12,Legal Action Initiated,WhatsApp Bot,,,Rejected,6,2024-06-26,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10605,APP11040,Vikramaditya Singh (Internal),2024-12-06,53341.43,Legal Action Initiated,WhatsApp Bot,,,Rejected,7,2024-11-29,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10606,APP11960,Vikramaditya Singh (Internal),2024-06-16,20062.98,Promise to Pay,Field Visit,2024-06-26,,Pending,5,2024-06-10,Borrower promised to pay ₹20062.98 by 2024-06-26.
COL10607,APP10922,Priya Deshmukh (Internal),2025-10-15,60476.96,Promise to Pay,Tele-calling,2025-11-01,,Pending,12,2025-10-10,Borrower promised to pay ₹60476.96 by 2025-11-01.
COL10608,APP12515,Vanguard Legal & Recovery Services,2025-04-17,48246.82,Contacted,Digital Reminder,,,Pending,7,2025-04-08,Customer contacted via Digital Reminder. Payment request sent.
COL10609,APP10718,Suresh Kumar (Field Specialist),2024-07-14,36176.67,Legal Action Initiated,Tele-calling,,,Rejected,4,2024-07-06,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10610,APP10791,Vanguard Legal & Recovery Services,2024-07-21,37406.24,Legal Action Initiated,Tele-calling,,,Rejected,4,2024-07-17,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10611,APP11395,Vanguard Legal & Recovery Services,2024-07-26,27520.78,Settled,Legal Notice,2024-07-19,24506.23,Partial Settlement,12,2024-07-18,Loan settled at ₹24506.23 under Partial Settlement arrangement.
COL10612,APP10079,Anita Roy (Internal),2025-12-12,11524.1,Contacted,WhatsApp Bot,,,Pending,3,2025-12-06,Customer contacted via WhatsApp Bot. Payment request sent.
COL10613,APP12427,Prudence Resolution Services,2024-12-24,87055.58,Contacted,Digital Reminder,,,Pending,8,2024-12-23,Customer contacted via Digital Reminder. Payment request sent.
COL10614,APP12555,Prudence Resolution Services,2025-09-04,38683.23,Repossession Pending,Field Visit,,,Pending,11,2025-08-30,Asset recovery team assigned for asset repossession proceedings.
COL10615,APP11091,Suresh Kumar (Field Specialist),2024-11-11,62652.3,Repossession Pending,Digital Reminder,,,Pending,7,2024-11-03,Asset recovery team assigned for asset repossession proceedings.
COL10616,APP10909,Rajesh Sharma (Internal),2024-11-01,26178.64,Settled,Field Visit,2024-10-25,16177.32,Waived Off,3,2024-10-30,Loan settled at ₹16177.32 under Waived Off arrangement.
COL10617,APP12525,Apex Recovery Agency,2024-10-13,14927.78,Settled,Digital Reminder,2024-09-29,9020.45,Partial Settlement,4,2024-10-13,Loan settled at ₹9020.45 under Partial Settlement arrangement.
COL10618,APP10364,Zenith Financial Recovery,2025-01-09,246368.99,Contacted,WhatsApp Bot,,,Pending,10,2024-12-30,Customer contacted via WhatsApp Bot. Payment request sent.
COL10619,APP11213,Zenith Financial Recovery,2025-02-06,26492.23,Unreachable,Digital Reminder,,,Pending,9,2025-02-02,Borrower unreachable on registered phone number. Escalated to field team.
COL10620,APP11821,Priya Deshmukh (Internal),2024-07-08,10577.89,Promise to Pay,Tele-calling,2024-07-20,,Pending,3,2024-07-08,Borrower promised to pay ₹10577.89 by 2024-07-20.
COL10621,APP10188,Anita Roy (Internal),2025-03-19,7690.93,Contacted,Tele-calling,,,Pending,10,2025-03-09,Customer contacted via Tele-calling. Payment request sent.
COL10622,APP11301,Vikramaditya Singh (Internal),2024-09-04,10523.53,Repossession Pending,Digital Reminder,,,Pending,5,2024-08-30,Asset recovery team assigned for asset repossession proceedings.
COL10623,APP10550,Vanguard Legal & Recovery Services,2025-09-26,67057.02,Unreachable,Tele-calling,,,Pending,3,2025-09-25,Borrower unreachable on registered phone number. Escalated to field team.
COL10624,APP12143,Prudence Resolution Services,2024-07-30,263360.3,Unreachable,WhatsApp Bot,,,Pending,2,2024-07-21,Borrower unreachable on registered phone number. Escalated to field team.
COL10625,APP11067,Anita Roy (Internal),2025-03-22,120211.37,Repossession Pending,Digital Reminder,,,Pending,7,2025-03-13,Asset recovery team assigned for asset repossession proceedings.
COL10626,APP12313,Apex Recovery Agency,2024-10-11,98805.83,Legal Action Initiated,WhatsApp Bot,,,Rejected,10,2024-10-02,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10627,APP12848,Suresh Kumar (Field Specialist),2025-01-25,57269.58,Unreachable,Digital Reminder,,,Pending,12,2025-01-21,Borrower unreachable on registered phone number. Escalated to field team.
COL10628,APP10518,Rajesh Sharma (Internal),2024-12-30,36023.49,Contacted,Tele-calling,,,Pending,10,2024-12-24,Customer contacted via Tele-calling. Payment request sent.
COL10629,APP11487,Rajesh Sharma (Internal),2024-06-12,23950.49,Settled,Legal Notice,2024-06-03,20994.24,Partial Settlement,11,2024-06-09,Loan settled at ₹20994.24 under Partial Settlement arrangement.
COL10630,APP12525,Apex Recovery Agency,2025-05-08,10368.26,Legal Action Initiated,WhatsApp Bot,,,Rejected,6,2025-05-02,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10631,APP11532,Vikramaditya Singh (Internal),2025-10-04,94323.65,Settled,Field Visit,2025-09-19,72489.94,Full Settlement,8,2025-10-04,Loan settled at ₹72489.94 under Full Settlement arrangement.
COL10632,APP11155,Suresh Kumar (Field Specialist),2024-07-28,91487.67,Unreachable,Legal Notice,,,Pending,9,2024-07-24,Borrower unreachable on registered phone number. Escalated to field team.
COL10633,APP11679,Prudence Resolution Services,2025-05-06,44021.56,Legal Action Initiated,WhatsApp Bot,,,Rejected,6,2025-05-05,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10634,APP10834,Apex Recovery Agency,2024-11-17,275939.11,Settled,Tele-calling,2024-11-06,223046.32,Full Settlement,10,2024-11-08,Loan settled at ₹223046.32 under Full Settlement arrangement.
COL10635,APP11171,Prudence Resolution Services,2025-01-30,25923.62,Settled,Tele-calling,2025-01-21,20318.55,Full Settlement,6,2025-01-23,Loan settled at ₹20318.55 under Full Settlement arrangement.
COL10636,APP10893,Anita Roy (Internal),2025-08-29,56479.51,Contacted,Legal Notice,,,Pending,9,2025-08-29,Customer contacted via Legal Notice. Payment request sent.
COL10637,APP11486,Suresh Kumar (Field Specialist),2025-11-19,103894.6,Promise to Pay,Field Visit,2025-11-26,,Pending,5,2025-11-14,Borrower promised to pay ₹103894.6 by 2025-11-26.
COL10638,APP12698,Suresh Kumar (Field Specialist),2025-11-17,115215.96,Promise to Pay,Field Visit,2025-11-29,,Pending,2,2025-11-17,Borrower promised to pay ₹115215.96 by 2025-11-29.
COL10639,APP10161,Meenakshi Sundaram (Legal Agent),2025-11-16,9330.45,Settled,Tele-calling,2025-11-11,8075.25,Waived Off,11,2025-11-12,Loan settled at ₹8075.25 under Waived Off arrangement.
COL10640,APP12709,Prudence Resolution Services,2025-08-26,28216.96,Promise to Pay,Field Visit,2025-09-06,,Pending,11,2025-08-25,Borrower promised to pay ₹28216.96 by 2025-09-06.
COL10641,APP10834,Vikramaditya Singh (Internal),2025-11-09,78856.16,Contacted,Legal Notice,,,Pending,2,2025-11-06,Customer contacted via Legal Notice. Payment request sent.
COL10642,APP12161,Prudence Resolution Services,2025-03-18,117266.08,Settled,WhatsApp Bot,2025-03-11,83139.56,Full Settlement,10,2025-03-15,Loan settled at ₹83139.56 under Full Settlement arrangement.
COL10643,APP10080,Suresh Kumar (Field Specialist),2024-07-22,149538.32,Contacted,Digital Reminder,,,Pending,2,2024-07-16,Customer contacted via Digital Reminder. Payment request sent.
COL10644,APP11238,Anita Roy (Internal),2026-01-28,32792.29,Unreachable,Digital Reminder,,,Pending,11,2026-01-21,Borrower unreachable on registered phone number. Escalated to field team.
COL10645,APP11165,Apex Recovery Agency,2025-11-29,23177.81,Promise to Pay,Legal Notice,2025-12-06,,Pending,2,2025-11-22,Borrower promised to pay ₹23177.81 by 2025-12-06.
COL10646,APP11202,Zenith Financial Recovery,2025-09-20,263548.06,Unreachable,Tele-calling,,,Pending,8,2025-09-17,Borrower unreachable on registered phone number. Escalated to field team.
COL10647,APP11676,Vikramaditya Singh (Internal),2025-05-05,156529.2,Settled,WhatsApp Bot,2025-04-23,97498.57,Full Settlement,6,2025-04-28,Loan settled at ₹97498.57 under Full Settlement arrangement.
COL10648,APP11042,Prudence Resolution Services,2025-05-23,22713.05,Unreachable,Digital Reminder,,,Pending,10,2025-05-14,Borrower unreachable on registered phone number. Escalated to field team.
COL10649,APP10578,Suresh Kumar (Field Specialist),2025-04-30,46740.77,Unreachable,Tele-calling,,,Pending,9,2025-04-20,Borrower unreachable on registered phone number. Escalated to field team.
COL10650,APP10557,Apex Recovery Agency,2025-02-05,77385.61,Unreachable,WhatsApp Bot,,,Pending,9,2025-02-03,Borrower unreachable on registered phone number. Escalated to field team.
COL10651,APP12043,Vanguard Legal & Recovery Services,2025-08-16,17881.59,Settled,Tele-calling,2025-08-06,15073.23,Waived Off,7,2025-08-07,Loan settled at ₹15073.23 under Waived Off arrangement.
COL10652,APP11862,Anita Roy (Internal),2025-04-30,19746.34,Unreachable,WhatsApp Bot,,,Pending,9,2025-04-29,Borrower unreachable on registered phone number. Escalated to field team.
COL10653,APP11297,Vikramaditya Singh (Internal),2025-06-24,31294.64,Unreachable,Legal Notice,,,Pending,6,2025-06-17,Borrower unreachable on registered phone number. Escalated to field team.
COL10654,APP12539,Anita Roy (Internal),2024-06-01,115407.79,Promise to Pay,Field Visit,2024-06-08,,Pending,3,2024-05-22,Borrower promised to pay ₹115407.79 by 2024-06-08.
COL10655,APP10975,Suresh Kumar (Field Specialist),2024-12-28,16232.01,Unreachable,Legal Notice,,,Pending,11,2024-12-23,Borrower unreachable on registered phone number. Escalated to field team.
COL10656,APP12265,Meenakshi Sundaram (Legal Agent),2024-08-31,157087.75,Unreachable,Legal Notice,,,Pending,10,2024-08-31,Borrower unreachable on registered phone number. Escalated to field team.
COL10657,APP11572,Vanguard Legal & Recovery Services,2024-07-25,36806.14,Settled,Field Visit,2024-07-15,33178.41,Full Settlement,1,2024-07-17,Loan settled at ₹33178.41 under Full Settlement arrangement.
COL10658,APP12152,Priya Deshmukh (Internal),2025-06-27,215686.64,Repossession Pending,Digital Reminder,,,Pending,7,2025-06-21,Asset recovery team assigned for asset repossession proceedings.
COL10659,APP11696,Suresh Kumar (Field Specialist),2025-12-21,11952.27,Repossession Pending,Field Visit,,,Pending,7,2025-12-16,Asset recovery team assigned for asset repossession proceedings.
COL10660,APP12607,Vikramaditya Singh (Internal),2024-06-17,24261.44,Repossession Pending,Legal Notice,,,Pending,3,2024-06-10,Asset recovery team assigned for asset repossession proceedings.
COL10661,APP10384,Vikramaditya Singh (Internal),2025-09-10,127978.66,Promise to Pay,Tele-calling,2025-09-26,,Pending,12,2025-09-01,Borrower promised to pay ₹127978.66 by 2025-09-26.
COL10662,APP11660,Zenith Financial Recovery,2025-05-30,16480.88,Unreachable,WhatsApp Bot,,,Pending,4,2025-05-28,Borrower unreachable on registered phone number. Escalated to field team.
COL10663,APP12055,Meenakshi Sundaram (Legal Agent),2025-10-27,51952.79,Legal Action Initiated,Tele-calling,,,Rejected,5,2025-10-21,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10664,APP11567,Meenakshi Sundaram (Legal Agent),2025-06-13,155674.32,Contacted,Legal Notice,,,Pending,2,2025-06-04,Customer contacted via Legal Notice. Payment request sent.
COL10665,APP10697,Anita Roy (Internal),2025-03-14,34958.53,Repossession Pending,Field Visit,,,Pending,8,2025-03-06,Asset recovery team assigned for asset repossession proceedings.
COL10666,APP11158,Suresh Kumar (Field Specialist),2024-08-19,7958.84,Contacted,WhatsApp Bot,,,Pending,11,2024-08-09,Customer contacted via WhatsApp Bot. Payment request sent.
COL10667,APP12597,Meenakshi Sundaram (Legal Agent),2024-06-12,4988.42,Legal Action Initiated,Legal Notice,,,Rejected,8,2024-06-05,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10668,APP11403,Zenith Financial Recovery,2025-03-29,39165.39,Repossession Pending,WhatsApp Bot,,,Pending,5,2025-03-27,Asset recovery team assigned for asset repossession proceedings.
COL10669,APP11561,Meenakshi Sundaram (Legal Agent),2025-09-28,41464.2,Repossession Pending,Legal Notice,,,Pending,10,2025-09-26,Asset recovery team assigned for asset repossession proceedings.
COL10670,APP10702,Apex Recovery Agency,2025-10-31,108358.18,Contacted,WhatsApp Bot,,,Pending,2,2025-10-27,Customer contacted via WhatsApp Bot. Payment request sent.
COL10671,APP11341,Vikramaditya Singh (Internal),2024-09-23,43172.74,Settled,WhatsApp Bot,2024-09-09,28187.37,Waived Off,10,2024-09-21,Loan settled at ₹28187.37 under Waived Off arrangement.
COL10672,APP12735,Prudence Resolution Services,2024-12-03,199789.05,Settled,Field Visit,2024-11-23,187516.2,Full Settlement,9,2024-12-03,Loan settled at ₹187516.2 under Full Settlement arrangement.
COL10673,APP12242,Zenith Financial Recovery,2024-11-19,7224.34,Unreachable,Digital Reminder,,,Pending,4,2024-11-10,Borrower unreachable on registered phone number. Escalated to field team.
COL10674,APP11677,Rajesh Sharma (Internal),2025-10-01,26690.62,Contacted,Legal Notice,,,Pending,5,2025-09-24,Customer contacted via Legal Notice. Payment request sent.
COL10675,APP11876,Priya Deshmukh (Internal),2024-10-27,57712.3,Repossession Pending,Digital Reminder,,,Pending,9,2024-10-21,Asset recovery team assigned for asset repossession proceedings.
COL10676,APP12638,Apex Recovery Agency,2024-07-13,269291.33,Unreachable,Digital Reminder,,,Pending,2,2024-07-05,Borrower unreachable on registered phone number. Escalated to field team.
COL10677,APP12349,Vanguard Legal & Recovery Services,2025-03-01,141087.38,Repossession Pending,WhatsApp Bot,,,Pending,2,2025-02-25,Asset recovery team assigned for asset repossession proceedings.
COL10678,APP11986,Zenith Financial Recovery,2025-11-15,131300.87,Repossession Pending,Field Visit,,,Pending,6,2025-11-05,Asset recovery team assigned for asset repossession proceedings.
COL10679,APP11660,Prudence Resolution Services,2024-06-13,19232.87,Contacted,WhatsApp Bot,,,Pending,7,2024-06-12,Customer contacted via WhatsApp Bot. Payment request sent.
COL10680,APP12245,Anita Roy (Internal),2024-12-15,17654.8,Settled,Digital Reminder,2024-12-01,10944.36,Full Settlement,1,2024-12-15,Loan settled at ₹10944.36 under Full Settlement arrangement.
COL10681,APP11305,Meenakshi Sundaram (Legal Agent),2024-10-12,49204.41,Repossession Pending,Tele-calling,,,Pending,7,2024-10-02,Asset recovery team assigned for asset repossession proceedings.
COL10682,APP10108,Vikramaditya Singh (Internal),2024-08-17,9457.24,Repossession Pending,Tele-calling,,,Pending,11,2024-08-10,Asset recovery team assigned for asset repossession proceedings.
COL10683,APP12810,Vanguard Legal & Recovery Services,2024-08-03,11950.32,Settled,Legal Notice,2024-07-24,8250.3,Full Settlement,7,2024-07-28,Loan settled at ₹8250.3 under Full Settlement arrangement.
COL10684,APP12096,Vikramaditya Singh (Internal),2025-07-08,10816.07,Contacted,Digital Reminder,,,Pending,3,2025-06-28,Customer contacted via Digital Reminder. Payment request sent.
